latencies-ns
1215400
1621700
1343200
4297600
2250700
1307500
3628700
1035900
1098000
1130400
3649400
2362100
1472400
1072900
14768800
2995100
5182500
1528100
2069500
1178800
7912200
4108400
1213100
1888600
2512900
2037200
2215400
2495400
5141300
4551000
6441400
4524700
2062700
17339600
3232300
1251900
3386500
1063800
977200
2713100
28999900
2656600
4781500
2715200
3036200
1415500
11355900
12479500
2334800
2076600
2792400
3402900
18036400
1384700
1198200
3434200
3512100
6592000
13959200
1268400
2165000
1817900
1495600
2501200
2643800
6045600
3861000
2424600
1018100
3695500
3469500
2407100
3791700
6188500
3572500
2849800
1815300
5565800
7935500
1513700
992600
4013900
1169700
904000
1227200
2388700
2107800
4018900
1939600
2635300
5993000
2761300
4289600
4510900
3959700
2889500
12485000
3261600
1407900
6304400
7978500
3225300
9354500
5456000
2945400
2698000
1202600
1126300
11629100
6409400
2570400
3099800
1666200
2281900
10308900
4033400
5756400
2228200
2306700
1376200
1581000
13528200
1314700
2795700
4078600
3715500
2073700
10135200
7729200
2960700
2772400
2349400
2229100
4017900
7175300
3175700
3317400
1639500
2606900
10618100
7560000
12998100
9700300
9467300
3547500
7137600
2306500
3166900
1737400
2042700
2486000
5596700
1750900
1691100
3204100
1351600
3255200
5931800
3304800
2225300
2062200
2664000
1916700
2712700
2428300
5866000
2233300
3934300
3166600
4561900
2543500
1968000
2694700
3346100
2439800
971500
2064900
1025700
9645500
1074600
1857900
2098400
2175500
2084100
1009800
3192400
2054600
4246200
3073700
3060900
7753200
14378900
3577700
2053000
3208600
2765600
2349900
2453500
1902500
3322100
3524900
3139900
3270300
9959000
3528700
2389600
1471400
2806900
5051000
2420200
1552800
1163500
4020200
1879900
2093900
7311800
6189500
3437000
3150000
4349500
2683600
4474400
5977300
2115600
2101300
7184400
2546100
2755300
7418700
5216400
2317700
3516900
2546900
4208500
2763000
2685100
7027600
2239700
2668000
2655200
12107700
11021300
14414600
8123200
2026000
3626100
2940800
2562800
9728100
1187400
1202700
2691800
1969600
6723500
7200300
1433200
4609400
1959800
1581300
1083700
9091000
13889200
2030400
4312800
2107800
4967000
5981500
5048200
3661800
2283600
1839900
1668500
1192700
13857400
2894100
4807900
2263600
2166100
5539000
8822000
2338100
2513100
1238500
2066300
1308900
8898100
11960900
1871800
3288900
1705600
3298300
13284800
3403000
2785100
3048200
7286400
1126100
1070100
2159400
1771500
2405700
2104100
2874500
12617400
8978000
2079700
2108400
2960500
2696000
2771200
3385900
3039300
2205000
6752000
1477100
3912900
2299300
2756900
5564800
1916000
1726600
2300500
2337100
12967400
2992400
3157500
1754200
2080100
8987100
6497100
2732700
2821600
1715100
2252600
2168800
1163300
2392300
3382400
3162800
3684800
2178700
11698500
8005100
2212600
8265600
3541200
7928700
1491800
14063800
12585900
1960700
2107400
4022900
6285000
8631600
1711600
2016700
1929500
1398700
3217400
2842500
10354300
2231700
3305600
1876300
1169300
9243000
10347400
2950900
5413800
2910200
3260100
3558200
6945300
6989900
1981400
2910700
1707900
19817900
11519300
3026700
6759700
7752900
2839000
2518800
9873400
13162600
2318400
2797000
1993500
977500
15476700
2093900
3110800
3310400
2311100
3254600
2061100
7572500
9784200
4054500
3054000
2025100
1513600
5181900
2963000
3500100
2425100
1364100
3707700
3358000
13471600
1840600
3853800
5196500
3899300
1613800
10460100
4931500
3374200
1809800
2333200
3029800
7167600
12322200
5229900
4074400
3625000
2501100
8402000
3417100
5033700
1731200
2583500
2555000
3737200
9543600
7643400
3359700
3649200
3970400
3920600
17172300
2039400
3213000
2181200
2242400
3389600
6790700
16760700
2577700
1203800
2346800
4393800
3592500
3822500
1203300
1085500
1096100
1904700
1424200
14274500
2741600
2221200
1994700
2760200
2976400
1208700
3183000
2688400
3475500
1817800
4338600
1083300
4772900
2328100
6908500
2426700
5287600
2735300
1850400
1948000
5486100
3042300
1423600
3681400
1829400
1290700
2782100
3249900
2191800
3609000
6847600
1930500
3435700
2678700
4649800
1576800
2195000
3747300
5637500
1305100
3111700
1302800
3806000
3053600
1993400
1035000
2873100
1951100
1011200
8272900
12522700
3195000
4606800
3226900
4067400
12195700
2235800
2502400
2565700
2599100
3390600
8301200
3877000
2939600
1780400
2095600
958200
1921200
4544000
1813500
6603200
2962300
1752100
3125200
11098100
12814900
3676800
3486000
2077800
3364200
1756700
4623700
5211300
1047400
4546700
16811500
15469500
3427200
2896300
2465500
4059000
4638200
4193500
8350500
4863600
15799100
6145800
6651000
5276800
2642900
5634200
1589500
3133800
8923600
1177200
5419100
9472900
2544700
3973500
2333300
4807100
7394200
7496100
10225400
15335500
7142200
2660500
6793000
6327400
3254400
4262200
4127100
1159900
5737500
2033900
9319900
3147600
1106900
895200
1058500
6356100
2916300
2141800
2167900
7800100
2383500
2909500
7152700
3539600
1766100
2940700
2622600
1521300
3014000
9248200
2600800
2696800
2221400
3945300
2126000
13114600
6361300
4304900
3334200
2568100
2535800
3947400
2165900
3779600
1388700
3040900
4487700
6207200
7534900
5849200
4583800
4887000
5623600
4645300
1916900
4113300
2206600
3147400
4043700
3259000
7702000
4071400
11844300
4519100
3352300
4372900
3168400
6224600
3390100
2024100
2566200
1515200
1643200
4217900
3262800
1479400
4017000
2121400
2138300
2255800
2091100
2309000
1037300
1675500
915400
7957700
1515700
3386500
3711300
3314300
1779800
2872200
15841000
6501500
2451800
942600
2172100
3503900
6268000
2332600
1417900
2143800
2779700
1450000
1056200
10220300
1045700
3373900
1276600
2575800
14116200
7397800
2832500
2516700
2738900
1150400
1603600
2774400
2885000
3390100
3353200
2153300
4542300
8224500
2211300
1595400
3116700
3184200
4162500
2890900
5926900
3743600
1757900
1457700
1566900
13394500
38133400
1008100
2364400
1508300
4523200
4106100
13738200
14158000
2925500
3844100
1867600
2381200
11247500
1878000
2153700
3336100
2231400
1154800
1866600
16263200
2746500
1167600
2346900
3299200
5561200
22598200
5259500
2084700
978700
1179000
1887200
12561100
12001100
3446400
1008700
4375000
2408300
13079400
5985400
3779000
3709000
2349500
6266000
2443700
9931000
2284400
3085100
5165600
5442900
5311700
4732100
2104100
1318800
1842000
2025900
3090300
6547700
17539300
3149900
3847800
3159400
1724000
4075400
11551900
3294700
4737200
3871900
4557200
2594400
12408300
15976000
3421900
4267900
4497900
2561200
11497800
3034500
2175300
2182400
1769900
2298200
2332700
12919200
2107100
2187400
3296900
2390100
13356300
5383500
2035300
3323600
4710800
4306900
4205400
7869900
7574800
2990800
1908500
1670300
2049600
3910300
4123100
4544700
3501500
4319300
2529600
2757200
2769400
3663600
2162200
2480100
1338900
5947500
8162300
1982200
1885900
1659000
2645600
3798100
18445400
5328200
3176000
2845400
2277700
2417700
2068900
2211300
3442100
1068800
1788100
2274100
3683500
8380400
2844800
2273500
1853700
1166900
14203500
3509600
2069100
2312200
1814300
3390600
1474000
6355900
12078400
1822400
2552500
1498500
3535000
5426800
1077100
4549100
2946000
1047100
2659600
4518300
14350000
6834800
3798400
2141500
1858400
3997000
6610800
1960800
2144300
1114500
2364400
3906300
2640500
5973000
3370500
2149200
2014500
2343300
1083400
6843200
2646900
3526900
4559100
3319300
4782400
6950100
13562700
1986000
2822700
3299800
3170400
3224400
2366800
1703300
1676300
1726500
2571900
3185200
11167500
2255500
2002500
6719600
1219400
2241800
2798400
1986400
1986200
2224100
3897700
2371600
13928300
6024300
2646900
2113700
3685500
2886300
2315600
3306800
2448700
3862400
4532200
1228300
9028100
2125300
5104300
4981200
1939100
2831300
3410600
2288600
1834400
3455500
2470200
2734500
3753400
9492800
3037100
2106200
4268500
2612000
2148600
2440100
2244500
2486100
1256500
2431800
1968500
2908300
5372300
4130600
3190300
1555800
1196900
35128400
2500400
1149400
1165900
3886600
1065300
2771900
2058100
2601500
2924900
4959200
7926400
1175900
10016600
2317000
3101200
10222200
1631100
2955500
1779300
2027100
6179700
1232400
1592800
3512000
2604300
1840500
11948900
2662300
3039700
1375700
2228900
1724300
9614300
3827300
2429000
3670100
