latencies-ns
83746700
119380600
67901700
93132800
118831900
118215900
67022400
118268900
119332200
68737800
93540700
118197600
116766000
67996800
117893400
118468500
68157600
98060300
119548600
89909400
71095900
179265900
95865300
118042600
120482200
121678300
109375400
110468400
111004700
113334800
109341100
92588800
110624800
128486900
95872200
71207800
102172500
110416200
109322600
113119900
111697500
127528200
106214800
152173200
76245800
115375200
114855100
123610400
112017300
111487900
116993100
161381300
122115700
126557700
85821800
111285400
111579000
112209400
111044100
110146000
108277500
70873500
126441200
116781500
84903300
145608800
132925000
140964100
96133100
109705600
72099800
101051600
130105100
145175400
93359700
120904800
121434500
110988400
108270600
120761300
72406100
100251400
113757200
109965000
114632600
109955000
111211300
83408000
121155500
121919600
110323500
119920000
122886400
90216500
119908800
125016900
108960300
121891400
128732700
86308000
103305200
121026300
105118100
114925500
97053600
73242700
153657000
121011200
98032800
126912100
160276800
71018300
131263700
95858300
72328800
102459700
140817700
96432700
51215800
129097300
121330500
102867700
102711700
112238500
119979100
124315000
70961000
96252000
122373800
108313500
79588000
95923100
122729600
52400200
134510000
96276300
123850800
121564800
103068600
155913600
102320000
107919200
157918300
76013900
121954200
74833700
121147300
71208900
101697900
104786300
69450400
129999300
93853800
128083900
97257700
101552900
122043000
76008400
99022500
129200100
101344800
127755300
121143900
95950400
71057600
101078900
123070800
121290500
105534900
131513300
127074900
100789100
120823200
113216400
109587400
122048100
120380200
129176100
120861000
95632200
70446800
101112700
121018200
121415400
117805500
122037100
121215300
105978600
104199600
119973800
71399000
109955200
123189200
121439700
103670000
123385800
122855000
114305400
95941100
122714300
102495000
126298000
112609400
74686900
95805200
131489000
113422100
102448500
136622700
164679300
95725300
121488100
126640300
95934400
152580800
84854100
114138800
96046100
122753400
110519800
115498800
95805900
75999600
102062600
141616300
102311200
96653100
147201000
91229100
84507400
121039300
121151000
132140600
165671500
96927500
103117700
110011000
150725200
101775900
108731400
96764800
77509600
94783600
121088200
123004800
110530300
110579300
112277900
138566700
152277100
108365900
113995600
85323600
120649000
71360300
101015300
113381900
121247500
127059400
97378200
123904000
105045600
120812500
122716700
111136800
117400300
98455700
71246300
96809300
119953400
122802100
110095500
121133900
123015300
